Geneid,X155L6_featureCounts,X195R2_featureCounts,X241L1_featureCounts,X242R4_featureCounts
ENSMUSG00000103403.2,98,99,87,134
ENSMUSG00000073650.10,28,32,34,35
ENSMUSG00000026177.12,270,325,228,256
ENSMUSG00000026176.14,10681,9302,7761,7849
ENSMUSG00000065468.3,7,11,5,12
ENSMUSG00000026175.13,411,294,119,358
ENSMUSG00000033364.14,5214,5441,4556,4212
ENSMUSG00000103227.2,168,207,177,133
ENSMUSG00000026174.10,5922,5671,5102,5029
ENSMUSG00000026173.17,58,54,61,46
ENSMUSG00000026135.18,3111,3096,2644,2498
ENSMUSG00002075545.1,13,23,18,5
ENSMUSG00000026172.13,740,658,609,499
ENSMUSG00000026171.13,1921,1667,1306,1318
ENSMUSG00000033276.19,729,640,490,427
ENSMUSG00000033257.15,3646,3268,2867,3152
ENSMUSG00000026170.7,1068,539,331,476
ENSMUSG00000006542.14,69,84,59,57
ENSMUSG00002075611.1,0,0,0,0
ENSMUSG00000033227.8,154,142,119,157
ENSMUSG00000099472.2,16,5,7,4
ENSMUSG00000026167.15,44,42,10,38
ENSMUSG00000089964.2,0,0,4,0
ENSMUSG00000090071.5,6,0,2,4
ENSMUSG00000055197.5,0,0,0,0
ENSMUSG00000006546.4,0,3,0,0
ENSMUSG00000065616.5,0,0,0,0
ENSMUSG00000047021.15,1,2,0,1
ENSMUSG00000089653.2,0,0,0,0
ENSMUSG00000006538.13,208,116,84,139
ENSMUSG00000103145.2,0,1,0,0
ENSMUSG00000026162.9,200,185,199,167
ENSMUSG00000026205.9,583,649,427,843
ENSMUSG00000033159.15,9450,8545,7046,7699
ENSMUSG00000121256.1,93,83,92,91
ENSMUSG00000049339.17,7760,6783,5648,6532
ENSMUSG00000026197.13,943,871,702,731
ENSMUSG00000026198.16,13,10,14,9
ENSMUSG00000099519.2,0,0,0,0
ENSMUSG00000033124.17,3632,3304,2884,2913
ENSMUSG00000026199.19,1944,1538,1404,1408
ENSMUSG00000026200.14,751,646,509,450
ENSMUSG00002076477.1,16,13,10,12
ENSMUSG00000026201.13,3266,3225,2579,2376
ENSMUSG00000026202.14,2550,3181,2114,2132
ENSMUSG00000096094.3,16,40,17,32
ENSMUSG00000118482.2,3,3,3,5
ENSMUSG00000026203.17,3498,4094,2979,3234
ENSMUSG00000026204.16,322,330,229,240
ENSMUSG00000101840.2,3,2,0,0
ENSMUSG00000033061.16,0,1,0,0
ENSMUSG00000100556.2,0,0,2,0
ENSMUSG00000026209.16,5964,5487,4501,4643
ENSMUSG00000026208.10,58861,33335,26449,21901
ENSMUSG00000085653.9,87,10,10,3
ENSMUSG00000026207.17,3060,2997,1990,2448
ENSMUSG00000086053.2,27,17,16,29
ENSMUSG00000033021.17,4873,5193,4070,4093
ENSMUSG00000033007.16,18,12,23,3
ENSMUSG00000102605.2,4,4,0,3
ENSMUSG00000032997.17,9404,11408,8550,8937
ENSMUSG00000026211.19,16532,17369,14161,14448
ENSMUSG00000051703.15,451,631,473,447
ENSMUSG00000032968.5,432,414,364,417
ENSMUSG00000082745.2,1,1,1,0
ENSMUSG00000026213.16,6916,6880,5488,5862
ENSMUSG00000082059.2,4,0,2,0
ENSMUSG00000006576.17,1717,1681,1454,1652
ENSMUSG00000083244.2,0,0,0,0
ENSMUSG00000082528.2,2,0,0,0
ENSMUSG00000082012.2,0,0,0,0
ENSMUSG00000099996.2,0,2,1,0
ENSMUSG00000101763.2,0,0,0,0
ENSMUSG00000100827.2,0,0,0,0
ENSMUSG00000100553.7,0,0,0,4
ENSMUSG00000098611.3,0,0,0,0
ENSMUSG00000100534.2,4,8,8,0
ENSMUSG00000102904.2,0,0,0,0
ENSMUSG00002076350.1,0,0,0,0
ENSMUSG00000026235.15,1184,897,990,989
ENSMUSG00000099141.3,8,5,5,4
ENSMUSG00000101849.2,16,4,0,4
ENSMUSG00000120831.1,0,0,0,0
ENSMUSG00000101506.2,0,0,0,0
ENSMUSG00000065215.3,0,0,0,0
ENSMUSG00000102052.2,0,0,0,0
ENSMUSG00000004872.16,56,69,90,57
ENSMUSG00000120041.1,0,0,2,0
ENSMUSG00000118426.2,4,0,0,0
ENSMUSG00000032908.10,1754,1975,1796,2102
ENSMUSG00000099561.2,48,69,73,83
ENSMUSG00000102945.2,17,17,12,26
ENSMUSG00000026245.17,4112,3930,3446,3304
ENSMUSG00000101798.2,34,19,20,22
ENSMUSG00000104018.2,170,148,142,120
ENSMUSG00000090486.3,247,154,169,160
ENSMUSG00000012187.14,62,51,38,53
ENSMUSG00000099364.3,123,160,108,108
ENSMUSG00000100562.2,0,0,0,0
ENSMUSG00000032883.16,4583,4209,3737,3855
ENSMUSG00000079470.9,3167,2916,2767,2575
ENSMUSG00000099377.2,50,61,52,50
ENSMUSG00000099706.2,4,4,0,4
ENSMUSG00000047330.9,650,331,180,196
ENSMUSG00000101324.2,15,15,6,0
ENSMUSG00000072978.4,48,37,26,41
ENSMUSG00000050711.8,14,2,0,2
ENSMUSG00000099562.2,1,4,0,0
ENSMUSG00000077782.3,0,0,0,0
ENSMUSG00000054702.15,5570,5362,5370,4337
ENSMUSG00000102235.2,179,127,193,108
ENSMUSG00000073643.12,3900,6177,4249,4335
ENSMUSG00000104497.2,7,1,3,17
ENSMUSG00000026248.10,1406,1294,1298,1258
ENSMUSG00000026249.11,22908,19746,14181,12370
ENSMUSG00000067106.7,45,50,36,50
ENSMUSG00000100397.2,12,6,4,2
ENSMUSG00000099753.2,0,10,0,1
ENSMUSG00000118883.1,0,0,0,0
ENSMUSG00000102518.2,0,0,6,2
ENSMUSG00000099552.2,12,14,28,16
ENSMUSG00000043230.3,195,144,190,164
ENSMUSG00000101257.3,0,0,3,0
ENSMUSG00000103404.2,16,23,16,26
ENSMUSG00000004364.15,14288,13729,11545,11128
ENSMUSG00000103076.2,454,456,378,370
ENSMUSG00000103525.2,243,268,185,231
ENSMUSG00000101722.2,2,0,0,0
ENSMUSG00000090637.3,0,0,0,0
ENSMUSG00000101483.3,0,0,0,2
ENSMUSG00000110100.2,2,1,0,1
ENSMUSG00000038608.16,1147,767,607,621
ENSMUSG00000103192.2,32,26,28,18
ENSMUSG00000104488.2,22,36,33,8
ENSMUSG00000102721.2,33,27,40,11
ENSMUSG00000099949.2,0,0,0,0
ENSMUSG00000099918.2,0,0,0,0
ENSMUSG00000054976.15,4,8,2,0
ENSMUSG00000104029.2,0,0,0,0
ENSMUSG00000101986.2,2,0,0,0
ENSMUSG00000087008.5,78,36,18,48
ENSMUSG00000100561.2,16,16,16,18
ENSMUSG00000103571.2,0,0,0,0
ENSMUSG00000098797.3,0,0,0,0
ENSMUSG00000055980.3,1430,1163,1065,1359
ENSMUSG00000026142.16,3988,3812,2848,2989
ENSMUSG00000104493.2,109,104,82,53
ENSMUSG00000100786.2,227,159,172,158
ENSMUSG00002075724.1,9,7,7,4
ENSMUSG00000067158.10,1193,456,410,511
ENSMUSG00000079465.9,1702,722,575,537
ENSMUSG00002075966.1,1,0,1,0
ENSMUSG00000097564.3,46,25,21,21
ENSMUSG00000026150.15,6445,5606,5019,4604
ENSMUSG00000101450.2,422,441,350,289
ENSMUSG00000026149.3,115,111,95,134
ENSMUSG00000114299.2,6,10,5,11
ENSMUSG00000099771.2,0,11,1,1
ENSMUSG00000102280.2,2,1,0,0
ENSMUSG00000100170.2,0,0,10,3
ENSMUSG00000100744.2,2,3,0,0
ENSMUSG00002074851.1,0,0,0,0
ENSMUSG00000026159.14,26865,25796,24246,23223
ENSMUSG00000113880.2,70,84,46,56
ENSMUSG00000113973.2,12,13,6,10
ENSMUSG00000113846.2,0,0,0,2
ENSMUSG00000113084.2,1,0,0,6
ENSMUSG00000113925.2,0,0,0,0
ENSMUSG00000114011.2,4,0,4,2
ENSMUSG00000113097.2,3,11,4,12
ENSMUSG00000101784.2,6,8,16,20
ENSMUSG00000038496.17,739,664,623,635
ENSMUSG00000100432.2,20,10,14,8
ENSMUSG00000100190.2,2,12,4,4
ENSMUSG00000113267.2,1,1,4,2
ENSMUSG00000104423.2,0,0,0,0
ENSMUSG00000101315.2,0,0,0,0
ENSMUSG00000099691.2,0,0,4,0
ENSMUSG00000026166.15,0,0,2,0
ENSMUSG00000101173.2,0,0,0,0
ENSMUSG00000053161.17,2,7,12,12
ENSMUSG00000101896.2,0,0,0,2
ENSMUSG00002075005.1,0,0,0,0
ENSMUSG00000026163.18,5,4,4,4
ENSMUSG00000079140.4,0,0,0,0
ENSMUSG00000104374.2,0,0,0,0
ENSMUSG00000104219.2,0,0,0,0
ENSMUSG00000100580.7,0,1,2,4
ENSMUSG00002076780.1,0,0,0,0
ENSMUSG00000077736.3,0,0,1,0
ENSMUSG00000045658.17,401,369,205,331
ENSMUSG00000102750.2,35,8,8,18
ENSMUSG00000101934.2,9,2,10,2
ENSMUSG00000098851.3,2,2,0,4
ENSMUSG00000036766.13,14,15,10,26
ENSMUSG00000104396.2,0,0,0,0
ENSMUSG00000102481.2,2,0,0,0
ENSMUSG00000093254.3,0,0,0,0
ENSMUSG00000026219.15,94641,93428,79421,76993
ENSMUSG00000103505.2,1119,1044,1126,951
ENSMUSG00000104503.2,1591,1517,1514,1486
ENSMUSG00000073633.10,819,881,710,706
ENSMUSG00000026220.7,89,106,48,85
ENSMUSG00000118590.2,2,13,16,16
ENSMUSG00000099693.2,14,6,2,6
ENSMUSG00000052477.16,51,53,27,19
ENSMUSG00000064281.8,18,10,2,7
ENSMUSG00002076475.1,0,0,0,0
ENSMUSG00000118640.2,1,2,1,3
ENSMUSG00000061852.10,10,3,0,1
ENSMUSG00000089976.2,5,5,1,2
ENSMUSG00000101279.2,18,11,2,5
ENSMUSG00000089844.8,9,26,12,5
ENSMUSG00000073631.3,1,0,0,4
ENSMUSG00000072109.13,26,26,21,12
ENSMUSG00000090128.2,0,0,0,0
ENSMUSG00000090186.8,0,0,0,0
ENSMUSG00000089716.8,13,5,9,1
ENSMUSG00000121342.1,3,10,0,2
ENSMUSG00000079457.12,10,2,4,2
ENSMUSG00000118618.3,0,0,0,0
ENSMUSG00000090252.2,6,2,4,2
ENSMUSG00000079455.12,0,2,7,0
ENSMUSG00000121478.1,0,0,0,0
ENSMUSG00000091199.11,5,8,2,4
ENSMUSG00000089652.2,1,1,1,1
ENSMUSG00000089937.2,0,0,0,0
ENSMUSG00000118591.2,6,0,2,0
ENSMUSG00000101751.2,7,6,4,1
ENSMUSG00000089714.2,2,1,0,0
ENSMUSG00000118632.2,0,0,2,0
ENSMUSG00000118607.3,8,1,3,2
ENSMUSG00000070034.14,212,107,122,161
ENSMUSG00000121044.1,2,0,0,0
ENSMUSG00000090103.2,2,3,7,6
ENSMUSG00000070031.12,146,165,148,125
ENSMUSG00000073628.6,11,8,1,8
ENSMUSG00000090246.2,24,46,16,24
ENSMUSG00000026222.17,1124,826,725,770
ENSMUSG00002075189.1,2,3,1,4
ENSMUSG00000052760.17,111,97,78,95
ENSMUSG00000098634.3,0,0,0,1
ENSMUSG00002076791.1,0,0,0,0
ENSMUSG00000100217.2,3,5,10,1
ENSMUSG00002075989.1,0,0,0,0
ENSMUSG00000036707.17,18446,16727,15311,14890
ENSMUSG00000026223.16,8227,7162,5690,5859
ENSMUSG00000026224.12,24,32,13,17
ENSMUSG00000099767.2,13,18,36,22
ENSMUSG00000049608.10,92,86,22,121
ENSMUSG00000100108.2,2,0,0,1
ENSMUSG00000099342.2,24,8,16,18
ENSMUSG00000026226.17,1,0,3,0
ENSMUSG00000026227.12,234,130,24,142
ENSMUSG00000026229.18,14114,12827,10046,9841
ENSMUSG00000077274.3,23,19,12,7
ENSMUSG00000026228.7,5102,5765,3097,3300
ENSMUSG00000103272.2,600,703,387,385
ENSMUSG00000094638.2,1,4,0,0
ENSMUSG00000062590.14,1005,968,795,711
ENSMUSG00000087538.2,5,4,9,13
ENSMUSG00000079445.4,6033,6503,6009,7026
ENSMUSG00000099644.2,18,28,19,46
ENSMUSG00000091806.2,0,0,0,1
ENSMUSG00000101853.2,0,0,1,0
ENSMUSG00000026234.13,17139,15809,13190,13610
ENSMUSG00000064837.3,15,16,12,12
ENSMUSG00000104627.3,2,3,5,2
ENSMUSG00002076827.1,0,0,0,0
ENSMUSG00000064823.3,0,1,2,1
ENSMUSG00000073627.8,130,202,183,142
ENSMUSG00000110510.2,1,3,7,8
ENSMUSG00000026237.7,34,21,38,27
ENSMUSG00000036574.6,8,14,4,4
ENSMUSG00000120706.1,37,23,25,26
ENSMUSG00000101328.2,2,2,0,0
ENSMUSG00000121071.1,109,95,98,106
ENSMUSG00000120538.1,36,41,15,23
ENSMUSG00000120832.1,14,34,11,26
ENSMUSG00000119944.1,20,23,18,37
ENSMUSG00000026238.15,12095,11778,9581,10395
ENSMUSG00000026239.15,606,734,560,628
ENSMUSG00000102927.2,168,79,119,103
ENSMUSG00000026240.13,1806,1717,1387,1556
ENSMUSG00002075077.1,0,3,1,3
ENSMUSG00000103609.2,14,14,22,14
ENSMUSG00000026241.6,1182,1397,879,946
ENSMUSG00000053333.16,1797,1462,1491,1327
ENSMUSG00000100225.2,65,40,41,39
ENSMUSG00000100768.2,102,125,100,139
ENSMUSG00000104121.2,121,100,139,77
ENSMUSG00000102383.2,213,187,130,178
ENSMUSG00000104400.2,128,121,97,111
ENSMUSG00000102293.2,43,30,42,46
ENSMUSG00000102649.2,110,76,86,79
ENSMUSG00000084106.5,12644,10704,9516,9364
ENSMUSG00000102571.2,71,131,69,71
ENSMUSG00000099401.2,24,31,35,33
ENSMUSG00000102956.2,8,8,8,2
ENSMUSG00000103984.2,236,136,143,167
ENSMUSG00000121351.1,3,1,1,1
ENSMUSG00000101940.4,1,0,0,0
ENSMUSG00000101625.2,0,4,0,0
ENSMUSG00000026246.13,0,0,0,0
ENSMUSG00000079440.3,10,10,4,2
ENSMUSG00000100940.2,0,1,0,0
ENSMUSG00000036500.5,2,0,0,12
ENSMUSG00000099839.2,4,0,0,0
ENSMUSG00000026247.14,5,6,6,0
ENSMUSG00000036480.10,2,0,2,3
ENSMUSG00000026251.14,2,0,4,0
ENSMUSG00000026253.15,18,17,26,10
ENSMUSG00000026254.18,7560,7516,6006,5930
ENSMUSG00000088318.3,0,0,1,2
ENSMUSG00000026255.16,769,741,621,688
ENSMUSG00000089821.2,3,2,4,0
ENSMUSG00000048000.16,17492,14617,13660,13734
ENSMUSG00000119117.1,55,53,40,38
ENSMUSG00000079436.4,1384,1115,1317,1023
ENSMUSG00002076368.1,43,55,48,30
ENSMUSG00000026258.6,0,1,0,4
ENSMUSG00000026259.15,270,158,102,112
ENSMUSG00000079434.9,19,23,12,26
ENSMUSG00000091123.2,1,0,0,0
ENSMUSG00000090994.2,26,8,14,26
ENSMUSG00000120903.1,6,4,2,6
ENSMUSG00000026288.15,1754,1371,1408,1390
ENSMUSG00000026289.16,3501,3329,2875,2928
ENSMUSG00000087968.3,189,209,137,134
ENSMUSG00000089281.3,275,223,179,281
ENSMUSG00000056055.15,107,135,93,70
ENSMUSG00000070738.11,15204,12765,11653,12308
ENSMUSG00000101942.2,106,102,79,111
ENSMUSG00000103996.2,46,50,46,70
ENSMUSG00000103591.2,649,594,608,493
ENSMUSG00000005501.15,4010,3931,3519,3570
ENSMUSG00002075025.1,0,0,0,0
ENSMUSG00000084021.2,2,0,2,4
ENSMUSG00000083478.2,0,0,0,0
ENSMUSG00000118514.2,0,0,0,0
ENSMUSG00000090165.9,3,0,2,0
ENSMUSG00000092220.2,0,0,0,0
ENSMUSG00000118583.2,1,0,1,0
ENSMUSG00000090175.2,3,0,4,4
ENSMUSG00000089675.2,8,4,8,6
ENSMUSG00000090124.8,211,151,55,178
ENSMUSG00000082837.2,3,0,0,4
ENSMUSG00000090145.8,36,13,10,34
ENSMUSG00000084195.3,14,4,0,0
ENSMUSG00000081261.2,3,0,1,6
ENSMUSG00000054545.18,4,5,0,6
ENSMUSG00000081602.2,16,2,3,0
ENSMUSG00000082513.2,17,0,1,7
ENSMUSG00000082677.2,10,0,2,0
ENSMUSG00000089943.2,25,4,9,5
ENSMUSG00000118621.2,3,0,1,0
ENSMUSG00000081488.2,14,3,4,2
ENSMUSG00000083277.2,3,0,4,2
ENSMUSG00000090171.2,0,0,0,0
ENSMUSG00000081984.4,55,68,61,64
ENSMUSG00000089960.2,4,2,0,4
ENSMUSG00000079429.11,342,212,213,253
ENSMUSG00000044783.17,5310,4801,4502,4054
ENSMUSG00000036251.17,3,1,3,6
ENSMUSG00000085420.2,1,0,0,0
ENSMUSG00000026295.13,2494,2095,190,2396
ENSMUSG00000099553.3,30,48,34,20
ENSMUSG00000100908.2,53,21,32,51
ENSMUSG00000062310.8,22,12,17,14
ENSMUSG00000100798.2,14,8,12,3
ENSMUSG00000104057.2,3,20,0,0
ENSMUSG00000100367.2,0,2,8,0
ENSMUSG00000049866.13,4893,4825,3961,3733
ENSMUSG00000101736.2,1,0,0,0
ENSMUSG00000097398.4,12,12,5,7
ENSMUSG00000099848.2,0,0,0,0
ENSMUSG00000101333.2,0,0,0,0
ENSMUSG00000099378.2,0,0,0,0
ENSMUSG00000099544.2,2,2,0,0
ENSMUSG00000120921.1,1,5,2,5
ENSMUSG00000036206.13,3942,4624,3644,3830
ENSMUSG00000102700.2,60,63,61,85
ENSMUSG00000120521.1,37,58,43,69
ENSMUSG00000102083.2,0,0,0,0
ENSMUSG00000101288.2,2,6,0,0
ENSMUSG00000099938.2,0,0,0,0
ENSMUSG00000055013.17,8815,9683,8163,8641
ENSMUSG00000104114.2,315,317,337,293
ENSMUSG00000121272.1,76,82,124,71
ENSMUSG00002075930.1,0,0,0,0
ENSMUSG00000101662.2,46,34,36,71
ENSMUSG00000102009.7,246,411,333,319
ENSMUSG00002076983.1,38,56,29,36
ENSMUSG00000103252.2,160,156,148,95
ENSMUSG00000034486.9,2,2,0,4
ENSMUSG00000092627.4,2,0,0,0
ENSMUSG00000067081.14,14,0,2,1
ENSMUSG00000026301.17,21,19,12,16
ENSMUSG00000100850.2,0,0,0,0
ENSMUSG00000044337.6,4384,3206,3695,2879
ENSMUSG00000104087.2,18,9,2,12
ENSMUSG00000101951.2,21,13,27,9
ENSMUSG00000101028.2,14,10,29,12
ENSMUSG00002075783.1,0,0,0,0
ENSMUSG00000101997.2,4,2,2,1
ENSMUSG00000103292.2,33,63,42,45
ENSMUSG00000034432.12,3549,3245,2905,2817
ENSMUSG00000056128.4,4,0,4,0
ENSMUSG00000048126.17,10294,4989,4253,4247
ENSMUSG00000103061.2,41,12,10,0
ENSMUSG00000103978.2,0,0,0,0
ENSMUSG00000026303.7,7410,2514,2321,1546
ENSMUSG00000090550.3,4,1,2,0
ENSMUSG00000026304.14,143,112,22,121
ENSMUSG00000100791.2,0,0,0,0
ENSMUSG00000026305.16,8448,7326,6184,5970
ENSMUSG00000070732.3,17,10,17,16
ENSMUSG00000100018.2,22,56,28,38
ENSMUSG00000034353.15,5376,3551,2698,1893
ENSMUSG00000034343.15,5001,4802,3938,3802
ENSMUSG00000083064.2,327,318,210,204
ENSMUSG00000026307.13,1805,1684,1272,1353
ENSMUSG00000090322.2,4,19,11,7
ENSMUSG00000049515.13,68,85,38,63
ENSMUSG00000026308.9,114,67,24,104
ENSMUSG00000047443.15,233,180,126,193
ENSMUSG00000026309.15,2834,2531,2286,2289
ENSMUSG00000100253.2,0,0,4,0
ENSMUSG00000067071.9,583,437,366,438
ENSMUSG00000120874.1,9,8,5,0
ENSMUSG00000055866.10,1721,1090,876,837
ENSMUSG00000101911.2,0,0,0,4
ENSMUSG00000100151.2,0,0,0,0
ENSMUSG00000101958.2,0,0,0,0
ENSMUSG00000034292.14,677,627,631,570
ENSMUSG00000026311.17,3591,3727,2899,2989
ENSMUSG00000101705.2,2,2,0,0
ENSMUSG00000100980.2,28,20,10,20
ENSMUSG00000007805.5,169,46,56,39
ENSMUSG00000101414.2,32,2,13,17
ENSMUSG00000102745.2,30,59,32,25
ENSMUSG00000026313.17,15475,17357,13989,14865
ENSMUSG00000103101.2,752,884,854,823
ENSMUSG00000102565.2,272,378,378,329
ENSMUSG00000101265.2,0,0,0,2
ENSMUSG00000120000.1,2,14,1,4
ENSMUSG00000101522.2,55,76,59,52
ENSMUSG00000026260.13,4698,4711,4092,3703
ENSMUSG00000098288.3,6,0,0,0
ENSMUSG00000067064.5,0,0,2,14
ENSMUSG00000057464.5,0,0,0,0
ENSMUSG00000042849.12,2,0,0,0
ENSMUSG00000058904.4,0,0,0,0
ENSMUSG00000097001.2,0,0,0,0
ENSMUSG00000099363.2,0,0,0,0
ENSMUSG00000046300.5,0,0,0,0
ENSMUSG00000107778.2,0,0,0,0
ENSMUSG00000062497.4,0,0,0,0
ENSMUSG00000108131.2,0,0,0,0
ENSMUSG00000063583.7,0,8,0,2
ENSMUSG00000061616.6,8,19,0,3
ENSMUSG00000073616.11,769,653,527,671
ENSMUSG00000044055.6,16,10,19,10
ENSMUSG00000100546.3,4,0,0,4
ENSMUSG00000099665.2,0,0,1,1
ENSMUSG00000100781.2,75,96,97,70
ENSMUSG00000034220.8,20860,20258,19821,19220
ENSMUSG00000101995.2,349,408,383,339
ENSMUSG00000065470.3,20,14,19,22
ENSMUSG00000034212.15,96,118,107,137
ENSMUSG00000047067.8,247,293,175,166
ENSMUSG00000097251.3,120,117,94,134
ENSMUSG00000026269.15,7499,7171,5918,6454
ENSMUSG00000100632.2,48,61,35,49
ENSMUSG00000026270.12,1362,1522,1064,1253
ENSMUSG00000026271.16,436,711,407,580
ENSMUSG00000100021.2,0,0,0,2
ENSMUSG00000045091.5,1,0,0,0
ENSMUSG00000014602.16,413,491,518,550
ENSMUSG00000101378.2,0,0,0,0
ENSMUSG00000026272.7,2,2,3,3
ENSMUSG00000034159.13,19,14,14,15
ENSMUSG00000084989.4,30,37,27,36
ENSMUSG00000047793.14,2729,3017,2331,2429
ENSMUSG00000098997.3,0,0,0,0
ENSMUSG00000026273.14,842,696,505,671
ENSMUSG00000101172.3,20,17,5,6
ENSMUSG00000100351.2,5,6,14,12
ENSMUSG00000026274.12,496,490,450,529
ENSMUSG00000026275.14,4784,4602,3740,4004
ENSMUSG00000106302.3,1,2,0,1
ENSMUSG00000098689.3,7,17,3,14
ENSMUSG00000064389.3,16,18,2,10
ENSMUSG00000034107.11,208,172,179,127
ENSMUSG00000034088.16,87986,94671,70302,71963
ENSMUSG00000090489.4,210,295,247,250
ENSMUSG00000026276.21,65,38,15,38
ENSMUSG00000116048.2,10,9,10,11
ENSMUSG00000034066.14,6659,5646,5087,4680
ENSMUSG00000103854.2,414,419,390,375
ENSMUSG00000026277.15,11195,10231,8520,8597
ENSMUSG00000100927.2,17,22,14,13
ENSMUSG00000026278.15,12233,9855,7874,6185
ENSMUSG00000026279.15,3086,2666,2587,2490
ENSMUSG00000101952.2,102,51,48,71
ENSMUSG00000026280.18,8458,9013,7301,7398
ENSMUSG00000026281.16,1664,1487,1303,1375
ENSMUSG00000121025.1,16,13,14,11
ENSMUSG00000026283.14,6289,5954,5134,5445
ENSMUSG00000088961.3,20,33,28,18
ENSMUSG00000073609.10,1559,1503,1186,1336
ENSMUSG00000094651.3,76,62,84,63
ENSMUSG00000101660.2,6,1,6,6
ENSMUSG00000093805.8,13,1,9,6
ENSMUSG00000099624.2,0,4,0,0
ENSMUSG00000073608.5,2,1,0,4
ENSMUSG00000034000.16,0,2,0,0
ENSMUSG00000026285.9,10,4,4,6
ENSMUSG00000100990.2,0,0,0,0
ENSMUSG00000100347.2,593,603,427,428
ENSMUSG00000077413.3,0,0,0,0
ENSMUSG00000100518.2,0,0,0,0
ENSMUSG00000089310.3,0,0,0,0
ENSMUSG00000099592.2,0,0,0,0
ENSMUSG00000051185.10,974,892,755,775
ENSMUSG00000103973.2,139,95,103,80
ENSMUSG00000081051.5,15568,13114,11930,12640
ENSMUSG00000040710.11,954,648,748,646
ENSMUSG00000103197.2,30,19,33,30
ENSMUSG00000121039.1,2,0,0,0
ENSMUSG00000100777.2,0,0,0,0
ENSMUSG00000102718.2,0,0,0,0
ENSMUSG00000119061.1,0,0,0,0
ENSMUSG00000100062.2,0,0,0,0
ENSMUSG00002076073.1,0,0,0,0
ENSMUSG00002075550.1,0,0,0,0
ENSMUSG00000102658.2,0,0,0,0
ENSMUSG00000100336.2,0,0,0,0
ENSMUSG00000100589.2,0,0,0,0
ENSMUSG00000119190.1,0,0,0,0
ENSMUSG00000100362.2,10,14,18,16
ENSMUSG00000077255.3,0,0,0,0
ENSMUSG00000040693.8,70,99,47,106
ENSMUSG00000097814.6,54,70,46,71
ENSMUSG00000121412.1,1,0,0,0
ENSMUSG00000045463.17,0,0,0,0
ENSMUSG00000097480.2,0,0,0,0
ENSMUSG00000100454.2,459,351,339,331
ENSMUSG00000044757.8,739,708,571,654
ENSMUSG00000026331.14,0,0,0,0
ENSMUSG00000100484.2,0,0,2,4
ENSMUSG00000101348.8,1,0,0,2
ENSMUSG00000121413.1,0,1,0,0
ENSMUSG00000103179.2,4,0,0,2
ENSMUSG00000044768.17,1080,784,706,689
ENSMUSG00000118489.2,0,0,0,0
ENSMUSG00000040648.16,6281,6014,5385,5533
ENSMUSG00000026333.15,434,343,309,345
ENSMUSG00000026335.17,33243,26261,19659,12501
ENSMUSG00000104140.2,425,352,226,141
ENSMUSG00002076269.1,14,9,12,25
ENSMUSG00000089782.2,2785,2354,2066,2100
ENSMUSG00000089706.9,159,88,82,94
ENSMUSG00000119063.1,9,7,12,4
ENSMUSG00000100182.8,29,0,7,4
ENSMUSG00000100711.2,0,0,0,0
ENSMUSG00000097608.2,0,0,0,0
ENSMUSG00000099634.2,10,8,16,6
ENSMUSG00000026336.14,0,0,0,0
ENSMUSG00000089791.2,568,604,405,460
ENSMUSG00002075992.1,0,0,0,0
ENSMUSG00000100009.7,166,217,171,108
ENSMUSG00000099686.2,2,2,2,0
ENSMUSG00000087804.4,0,0,0,0
ENSMUSG00000099453.2,0,0,0,0
ENSMUSG00000067028.12,4,3,12,0
ENSMUSG00000082431.4,162,71,58,80
ENSMUSG00000104104.2,0,0,0,0
ENSMUSG00000100662.2,0,0,0,0
ENSMUSG00000087883.3,0,0,0,0
ENSMUSG00000099835.2,0,0,0,0
ENSMUSG00000100794.2,1,0,0,0
ENSMUSG00000099427.2,0,0,0,0
ENSMUSG00000099892.2,0,0,0,0
ENSMUSG00000100977.2,0,0,0,0
ENSMUSG00002076597.1,0,0,0,0
ENSMUSG00000100684.2,0,0,0,0
ENSMUSG00000100088.2,0,0,0,0
ENSMUSG00000100222.2,10,4,0,6
ENSMUSG00000100065.2,0,0,0,0
ENSMUSG00000100349.2,0,0,0,6
ENSMUSG00000099375.2,55,35,59,38
ENSMUSG00000077295.3,0,0,0,0
ENSMUSG00000099770.2,0,0,0,0
ENSMUSG00000088510.3,0,0,0,0
ENSMUSG00000101890.2,0,0,0,0
ENSMUSG00000099989.2,0,0,2,2
ENSMUSG00000087908.3,0,0,0,0
ENSMUSG00000100955.2,0,0,0,3
ENSMUSG00000088594.3,0,0,0,0
ENSMUSG00000099469.2,4,0,0,0
ENSMUSG00000102325.2,0,0,0,0
ENSMUSG00000101297.2,0,0,0,0
ENSMUSG00000100059.2,0,0,0,0
ENSMUSG00002076592.1,0,0,0,0
ENSMUSG00000099464.2,0,0,0,0
ENSMUSG00000100935.2,0,0,0,0
ENSMUSG00000099801.2,2,0,0,0
ENSMUSG00000050840.9,4,0,2,1
ENSMUSG00000103991.2,0,0,0,0
ENSMUSG00002075223.1,0,0,0,0
ENSMUSG00000103060.2,0,0,0,2
ENSMUSG00000089866.2,0,0,0,0
ENSMUSG00000099669.2,0,0,0,0
ENSMUSG00000099702.2,0,0,0,0
ENSMUSG00000047496.7,117,125,128,194
ENSMUSG00000099582.2,1,0,5,1
